author_sort,authors,comments,cover,timestamp,#formats,formats,isbn,identifiers,languages,library_name,pubdate,publisher,rating,#read,series,series_index,size,tags,title,title_sort,id,uuid
"Jordan, Robert & Sanderson, Brandon",Robert Jordan & Brandon Sanderson,"EDITORIAL REVIEW:  Tarmon Gai’don, the Last Battle, looms. And mankind is not ready.    The final volume of the Wheel of Time, *A Memory of Light,* was partially written by Robert Jordan before his untimely passing in 2007. Brandon Sanderson, *New York Times* bestselling author of the Mistborn books, was chosen by Jordan’s editor---his wife, Harriet McDougal---to complete the final book. The scope and size of the volume was such that it could not be contained in a single book, and so Tor proudly presents *The Gathering Storm* as the first of three novels that will make up *A Memory of Light.* This short sequence will complete the struggle against the Shadow, bringing to a close a journey begun almost twenty years ago and marking the conclusion of the Wheel of Time, the preeminent fantasy epic of our era.    In this epic novel, Robert Jordan’s international bestselling series begins its dramatic conclusion. Rand al’Thor, the Dragon Reborn, struggles to unite a fractured network of kingdoms and alliances in preparation for the Last Battle. As he attempts to halt the Seanchan encroachment northward---wishing he could form at least a temporary truce with the invaders---his allies watch in terror the shadow that seems to be growing within the heart of the Dragon Reborn himself.    Egwene al’Vere, the Amyrlin Seat of the rebel Aes Sedai, is a captive of the White Tower and subject to the whims of their tyrannical leader. As days tick toward the Seanchan attack she knows is imminent, Egwene works to hold together the disparate factions of Aes Sedai while providing leadership in the face of increasing uncertainty and despair. Her fight will prove the mettle of the Aes Sedai, and her conflict will decide the future of the White Tower---and possibly the world itself.    The Wheel of Time turns, and Ages come and pass. What was, what will be, and what is, may yet fall under the Shadow.",~./Dropbox/The Tome/Robert Jordan/The Gathering Storm (270)/cover.jpg,2010-03-25T14:17:22-04:00,AZW3,azw3,9.78077E+12,isbn:9780765302304,eng,The Tome,2009-11-02T05:00:00-05:00,Macmillan,,FALSE,Wheel of Time,12,1684383,Fantasy,The Gathering Storm,"Gathering Storm, The",270,b46f41e3-4260-4e42-ab0f-297efc34bdea
"Jordan, Robert",Robert Jordan,"<h3>Amazon.com Review</h3><p><strong>About the Author</strong><br /><strong>Robert Jordan</strong> lives in Charleston, South Carolina. He is a graduate of the Citadel.</p><p><strong>Amazon.com Exclusive Content</strong></p><p><strong>Amazon.com's Significant Seven</strong><br /><em>Robert Jordan kindly agreed to take the life quiz we like to give to all our authors: the Amazon.com Significant Seven.</em>  </p><p><strong>Q:</strong> What book has had the most significant impact on your life?<br /><strong>A:</strong>   </p><p><strong>Q:</strong> You are stranded on a desert island with only one book, one CD, and one DVD--what are they?<br /><strong>A:</strong> The one book would be whatever book I was currently writing. I mean, I hate falling behind in the work. The one CD would contain the best   </p><p><strong>Q:</strong> What is the worst lie you've ever told?<br /><strong>A:</strong> It's hard to think of one since I am genetically incapable of lying to women and that takes out 52% of the population right there.   </p><p><strong>Q:</strong> Describe the perfect writing environment.<br /><strong>A:</strong> Any place that has my computer, a CD player for music, a comfortable chair that won't leave me with a backache at the end of a long day, and very little interruption.   </p><p><strong>Q:</strong> If you could write your own epitaph, what would it say?<br /><strong>A:</strong> He kept trying to get better at it.   </p><p><strong>Q:</strong> Who is the one person living or dead that you would like to have dinner with?<br /><strong>A:</strong> My wife before anybody else on earth living or dead. That's a no-brainer.   </p><p><strong>Q:</strong> If you could have one superpower what would it be?<br /><strong>A:</strong> That depends. If I'm feeling altruistic, it would be the ability to heal anything with a touch, if that can be called a superpower. If I'm not feeling very altruistic, it would be the ability to read other people's minds, to <em>finally</em> be able to get to the bottom of what they really mean and what their motivations are.   </p><p><strong>See all books in the </strong></p><h3>From Publishers Weekly</h3><p><em>Starred Review.</em> The previous book in Jordan's massive Wheel of Time, <em>Crossroads of Twilight</em>, may have come out in 2003, but don't let that fool you; the 11th tome in this epic fantasy is the one Jordan fans have been eagerly waiting for the better part of a decade. The breakneck pace, lyrical beauty and astonishing scope of the early Wheel of Time volumes established Jordan as one of the top writers in the Tolkien tradition. While more recent entries have maintained that beauty and scope, the pace has slowed to a crawl as the central characters dispersed in six directions. In contrast, the latest explodes with motion, as multiple plot lines either conclude or advance, and the march to Tarmon Gai'don—the climactic last battle between the Dragon Reborn and the Dark One—begins in earnest. Faile's captivity with the Shaido, Mat's pursuit of Tuon and Elayne's war for Caemlyn come to a close, while Egwene's capture brings the Aes Sedai war to the heart of the Tower. Jordan has said that readers will be sweating by the end of the book, and he's probably right. Sweating or not, they'll also be dreading the long year or two before the 12th installment. <br />Copyright © Reed Business Information, a division of Reed Elsevier Inc. All rights reserved. </p>",~./Dropbox/The Tome/Robert Jordan/Knife of Dreams (271)/cover.jpg,2009-06-15T00:00:00-04:00,AZW3,azw3,9.78081E+12,isbn:9780812577563,eng,The Tome,2006-11-28T05:00:00-05:00,Macmillan,,FALSE,Wheel of Time,11,1724511,Fantasy,Knife of Dreams,Knife of Dreams,271,b48a02ae-6a5a-41b3-9912-30be28269a2d
"Jordan, Robert",Robert Jordan,"SUMMARY: In the tenth book ofThe Wheel of Timefrom theNew York Times#1 bestselling author Robert Jordan, the world and the characters stand at a crossroads, and the world approaches twilight, when the power of the Shadow grows stronger. Fleeing from Ebou Dar with the kidnapped Daughter of the Nine Moons, whom he is fated to marry, Mat Cauthon learns that he can neither keep her nor let her go, not in safety for either of them, for both the Shadow and the might of the Seanchan Empire are in deadly pursuit. Perrin Aybara seeks to free his wife, Faile, a captive of the Shaido, but his only hope may be an alliance with the enemy. Can he remain true to his friend Rand and to himself? For his love of Faile, Perrin is willing to sell his soul. At Tar Valon, Egwene al'Vere, the young Amyrlin of the rebel Aes Sedai, lays siege to the heart of Aes Sedai power, but she must win quickly, with as little bloodshed as possible, for unless the Aes Sedai are reunited, only the male Asha'man will remain to defend the world against the Dark One, and nothing can hold the Asha'man themselves back from total power except the Aes Sedai and a unified White Tower. In Andor, Elayne Trakland fights for the Lion Throne that is hers by right, but enemies and Darkfriends surround her, plotting her destruction. If she fails, Andor may fall to the Shadow, and the Dragon Reborn with it. Rand al'Thor, the Dragon Reborn himself, has cleansed the Dark One's taint from the male half of the True Source, and everything has changed. Yet nothing has, for only men who can channel believe thatsaidinis clean again, and a man who can channel is still hated and feared-even one prophesied to save the world. Now, Rand must gamble again, with himself at stake, and he cannot be sure which of his allies are really enemies.  SUMMARY: In the tenth book of he Wheel of Time from the New York Times #1 bestselling author Robert Jordan, the world and the characters stand at a crossroads, and the world approaches twilight, when the power of the Shadow grows stronger.Fleeing from Ebou Dar with the kidnapped Daughter of the Nine Moons, whom he is fated to marry, Mat Cauthon learns that he can neither keep her nor let her go, not in safety for either of them, for both the Shadow and the might of the Seanchan Empire are in deadly pursuit.Perrin Aybara seeks to free his wife, Faile, a captive of the Shaido, but his only hope may be an alliance with the enemy. Can he remain true to his friend Rand and to himself? For his love of Faile, Perrin is willing to sell his soul.At Tar Valon, Egwene al'Vere, the young Amyrlin of the rebel Aes Sedai, lays siege to the heart of Aes Sedai power, but she must win quickly, with as little bloodshed as possible, for unless the Aes Sedai are reunited, only the male Asha'man will remain to defend the world against the Dark One, and nothing can hold the Asha'man themselves back from total power except the Aes Sedai and a unified White Tower.In Andor, Elayne Trakland fights for the Lion Throne that is hers by right, but enemies and Darkfriends surround her, plotting her destruction. If she fails, Andor may fall to the Shadow, and the Dragon Reborn with it.Rand al'Thor, the Dragon Reborn himself, has cleansed the Dark One's taint from the male half of the True Source, and everything has changed. Yet nothing has, for only men who can channel believe that saidin is clean again, and a man who can channel is still hated and feared-even one prophesied to save the world. Now, Rand must gamble again, with himself at stake, and he cannot be sure which of his allies are really enemies.",~./Dropbox/The Tome/Robert Jordan/Crossroads of Twilight (272)/cover.jpg,2009-06-15T05:13:40-04:00,AZW3,azw3,9.78031E+12,isbn:9780312864590,eng,The Tome,2003-01-05T03:00:00-05:00,Tor,,FALSE,Wheel of Time,10,2336657,Fantasy,Crossroads of Twilight,Crossroads of Twilight,272,830b073d-115c-4438-80aa-75b1c133324f
"Jordan, Robert",Robert Jordan,"SUMMARY: The Wheel of Time turns and Ages come and go. What was, what will be, and what is, may yet fall under the Shadow. Let the Dragon ride again on the winds of time. THE WHEEL OF TIME Book One: ""The Eye of the World""Book Two: ""The Great Hunt""Book Three: ""The Dragon Reborn""Book Four: ""The Shadow Rising""Book Five: ""The Fires of Heaven""Book Six: ""Lord of Chaos""Book Seven: ""A Crown of Swords""Book Eight: ""The Path of Daggers""Book Nine: ""Winter's Heart""Book Ten: ""Crossroads of Twilight""",~./Dropbox/The Tome/Robert Jordan/Winter's Heart (273)/cover.jpg,2009-06-15T00:00:00-04:00,AZW3,azw3,9.78081E+12,isbn:9780812575583,eng,The Tome,2002-08-15T03:00:00-04:00,Tor Fantasy,,FALSE,Wheel of Time,9,1961764,Fantasy,Winter's Heart,Winter's Heart,273,02342183-eda1-425b-96bb-0df885ac4281
"Jordan, Robert",Robert Jordan,"SUMMARY: ""Robert Jordan has come to dominate the world Tolkien began to reveal.""--The New York Times The Wheel of Time turns, and Ages come and pass. What was, what will be, and what is, may yet fall under the Shadow. Let the Dragon ride again on the winds of time. THE WHEEL OF TIME Book One: The Eye of the World Book Two: The Great Hunt Book Three: The Dragon Reborn Book Four: The Shadow Rising Book Five: The Fires of Heaven Book Six: Lord of Chaos Book Seven: A Crown of Swords Book Eight: The Path of Daggers Book Nine: Winter's Heart Book Ten: Crossroads of Twilight",~./Dropbox/The Tome/Robert Jordan/The Path of Daggers (274)/cover.jpg,2009-06-15T05:14:16-04:00,AZW3,azw3,9.78081E+12,isbn:9780812550290,eng,The Tome,1999-12-02T03:00:00-05:00,Macmillan,,FALSE,Wheel of Time,8,1573683,Fantasy,The Path of Daggers,"Path of Daggers, The",274,12aea9fe-5450-428a-9dfb-ae60b7dd62b6
"Jordan, Robert",Robert Jordan,"SUMMARY: When his village is attacked by Trollocs -- a savage tribe of half-men and half beasts -- Rand al'Thor and his friends are lucky to stay alive. But for Rand there is no time to celebrate. It was not the village the Trollocs were after. It was Rand.In Part One, Rand will come face-to-face with the Dark One: the most formidable force of evil in the universe. His adventures continue in Part Two, when his battle against Aginor brings him face-to-face. . .with the truth behind his own mysterious idenitity.",~./Dropbox/The Tome/Robert Jordan/To the Blight_ The Eye of the World (275)/cover.jpg,2009-06-15T00:00:00-04:00,AZW3,azw3,9.78061E+12,isbn:9780606240239,eng,The Tome,2002-09-14T03:00:00-04:00,Demco Media,,FALSE,Wheel of Time,1,3693302,Fantasy,To the Blight: The Eye of the World,To the Blight: The Eye of the World,275,38df4119-f8a5-46ec-98ff-a60227ab591b
"Jordan, Robert",Robert Jordan,"SUMMARY: The Wheel of Time turns, and Ages come and pass. What was, what will be, and what is, may yet fall under the Shadow.Let the Dragon ride again on the winds of time. THE WHEEL OF TIME Book One:The Eye of the World Book Two:The Great Hunt Book Three:The Dragon Reborn Book Four:The Shadow Rising Book Five:The Fires of Heaven Book Six:Lord of Chaos Book Seven:A Crown of Swords Book Eight:The Path of Daggers Book Nine:Winter's Heart Book Ten:Crossroads of Twilight",~./Dropbox/The Tome/Robert Jordan/A Crown of Swords (276)/cover.jpg,2009-06-15T05:13:35-04:00,AZW3,azw3,9.78081E+12,isbn:9780812550283,eng,The Tome,1997-09-29T03:00:00-04:00,T. Doherty Associates,,FALSE,Wheel of Time,7,2227108,Fantasy,A Crown of Swords,"Crown of Swords, A",276,c2fc95a3-7208-4e24-a666-1147349cc772
"Jordan, Robert",Robert Jordan,"SUMMARY: The Wheel of Time turns and Ages come and pass. What was, what will be, and what is, may yet fall under the Shadow. For centuries, gleemen have told of The Great Hunt of the Horn. Now the Horn itself is found: the Horn of Valere long thought only legend, the Horn which will raise the dead heroes of the ages. And it is stolen. THE WHEEL OF TIME Book One: ""The Eye of the World""Book Two: ""The Great Hunt""Book Three: ""The Dragon Reborn""Book Four: ""The Shadow Rising""Book Five: ""The Fires of Heaven""Book Six: ""Lord of Chaos""Book Seven: ""A Crown of Swords""Book Eight: ""The Path of Daggers""Book Nine: ""Winter's Heart""Book Ten: ""Crossroads of Twilight""",~./Dropbox/The Tome/Robert Jordan/The Great Hunt (277)/cover.jpg,2009-06-15T00:00:00-04:00,AZW3,azw3,9.78081E+12,isbn:9780812517729,eng,The Tome,1991-10-14T03:00:00-04:00,Tom Doherty Associates,,FALSE,Wheel of Time,2,2661459,Fantasy,The Great Hunt,"Great Hunt, The",277,71341809-55f5-4137-8b42-26c3e1ea354b
"Jordan, Robert",Robert Jordan,"SUMMARY: In this sequel to the phenomenal New York Times bestseller The Fires of Heaven, we plunge again into Robert Jordan's extraordinarily rich, totally unforgettable world: On the slopes of Shayol Ghul, the Myrddraal swords are forged, and the sky is not the sky of this world; In Salidar the White Tower in exile prepares an embassy to Caemlyn, where Rand Al'Thor, the Dragon Reborn, holds the throne--and where an unexpected visitor may change the world.... In Emond's Field, Perrin Goldeneyes, Lord of the Two Rivers, feels the pull ofta'verentota'verenand prepares to march.... Morgase of Caemlyn finds a most unexpected, and quite unwelcome, ally....And south lies Illian, where Sammael holds sway....",~./Dropbox/The Tome/Robert Jordan/Lord of Chaos (278)/cover.jpg,2010-06-23T16:18:40-04:00,AZW3,azw3,9.78081E+12,isbn:9780812513752,eng,The Tome,1995-10-02T03:00:00-04:00,Tor/Tom Doherty,,FALSE,Wheel of Time,6,2485790,Fantasy,Lord of Chaos,Lord of Chaos,278,b0801447-2b97-4316-836b-1d3c5bb43ff2
"Jordan, Robert",Robert Jordan,"SUMMARY: In this sequel to the phenomenal New York Times bestseller The Shadow Rising, Robert Jordan again plunges us into his extraordinarily rich, totally unforgettable world:. ... Into the forbidden city of Rhuidean, where Rand al'Thor, now the Dragon Reborn, must conceal his present endeavor from all about him, even Egwene and Moiraine. ... Into the Amyrlin's study in the White Tower, where the Amyrlin, Flaida do Avriny a'Roihan, is weaving new plans. ... Into Andor, where Siuan Sanche and her companions, including the false Dragon Logain, have been arrested for barn-burning. ... Into the luxurious hidden chamber where the Forsaken Rahvin is meeting with three of his fellows to ensure their ultimate victory over the Dragon. ... Into the Queen's court in Caemlyn, where Morgase is curiously in thrall to the handsome Lord Gaebril. For once the Dragon walks the land, the fires of heaven fall where they will, until all men's lives are ablaze. And in Shayol Ghul, the Dark One stirs.",~./Dropbox/The Tome/Robert Jordan/The Fires of Heaven (279)/cover.jpg,2009-06-15T00:00:00-04:00,AZW3,azw3,9.78031E+12,isbn:9780312854270,eng,The Tome,1993-10-27T03:00:00-04:00,Tor,,FALSE,Wheel of Time,5,3098583,Fantasy,The Fires of Heaven,"Fires of Heaven, The",279,0927b179-c8d7-4784-a070-4022a86cb3a2
"Jordan, Robert",Robert Jordan,"SUMMARY: The Dragon Reborn--the leader long prophesied who will save the world, but in the saving destroy it; the savior who will run mad and kill all those dearest to him--is on the run from his destiny.Able to touch the One Power, but unable to control it, and with no one to teach him how--for no man has done it in three thousand years--Rand al'Thor knows only that he must face the Dark One. But how?Winter has stopped the war-almost-yet men are dying, calling out for the Dragon. But where is he?Perrin Aybara is in pursuit with Moiraine Sedai, her Warder Lan, and the Loial the Ogier. Bedeviled by dreams, Perrin is grappling with another deadly problem--how is her to escape the loss of his own humanity.Egwene, Elayne and Nynaeve are approaching Tar Valon, where Mat will be healed--if he lives until they arrive. But who will tell the Amyrlin their news--that the Black Ajah, long thought only a hideous rumor, is all too real? They cannot know that in Tar Valon far worse awaits...Ahead, for all of them, in the Heart of the Stone, lies the next great test of the Dragon reborn....",~./Dropbox/The Tome/Robert Jordan/The Dragon Reborn (280)/cover.jpg,2009-06-15T05:13:54-04:00,AZW3,azw3,9.78077E+12,isbn:9780765305114,eng,The Tome,2002-08-27T03:00:00-04:00,Tom Doherty Associates,,FALSE,Wheel of Time,3,1835656,Fantasy,The Dragon Reborn,"Dragon Reborn, The",280,473dd851-de8d-4944-ab7e-0c5d5dbe0122
"Jordan, Robert",Robert Jordan,"SUMMARY: The seals of Shayol Ghul are weak now, and the Dark One reaches out. The Shadow is rising to cover humankind.In Tar Valon, Min sees portents of hideous doom. Will the White Tower itself be broken?In the Two Rivers, the Whitecloaks ride in pursuit of a man with golden eyes, and in pursuit of the Dragon Reborn.In Cantorin, among the Sea Folk, High Lady Suroth plans the return of the Seanchan armies to the mainland.In the Stone of Tear, the Lord Dragon considers his next move. It will be something no one expects, not the Black Ajah, not Tairen nobles, not Aes Sedai, not Egwene or Elayne or Nynaeve.Against the Shadow rising stands the Dragon Reborn.......",~./Dropbox/The Tome/Robert Jordan/The Shadow Rising (281)/cover.jpg,2009-06-15T05:14:21-04:00,AZW3,azw3,9.78031E+12,isbn:9780312854317,eng,The Tome,1992-09-28T03:00:00-04:00,Tor,,FALSE,Wheel of Time,4,2082465,Fantasy,The Shadow Rising,"Shadow Rising, The",281,ad1f308f-c134-4a69-818d-398f20261131
"Pratchett, Terry",Terry Pratchett,,~./Dropbox/The Tome/Terry Pratchett/The Light Fantastic (282)/cover.jpg,2021-06-21T19:41:22-04:00,AZW3,azw3,9.78006E+12,isbn:9780061801150,eng,The Tome,2007-04-26T03:00:00-04:00,HarperCollins,,FALSE,Discworld,2,1235301,,The Light Fantastic,"Light Fantastic, The",282,a4c8b9eb-9e18-4ff4-8d0d-9b25f7a08021
"Pratchett, Terry",Terry Pratchett,,~./Dropbox/The Tome/Terry Pratchett/Raising Steam (283)/cover.jpg,2021-06-21T19:41:22-04:00,AZW3,azw3,9.78145E+12,"isbn:9781448171194,mobi-asin:B00DSO9RMC",eng,The Tome,2013-11-07T01:00:00-05:00,Transworld,,FALSE,Discworld,40,805638,,Raising Steam,Raising Steam,283,17d001fa-8288-4482-b2c7-92a7c2ad940b
"Pratchett, Terry",Terry Pratchett,,~./Dropbox/The Tome/Terry Pratchett/Equal Rites (284)/cover.jpg,2021-06-21T19:41:22-04:00,AZW3,azw3,9.78006E+12,isbn:9780061804830,eng,The Tome,2012-04-27T01:22:14-04:00,HarperCollins,,FALSE,Discworld,3,979120,,Equal Rites,Equal Rites,284,de490152-7907-44ab-9146-82233891dd5b
"Pratchett, Terry",Terry Pratchett,,~./Dropbox/The Tome/Terry Pratchett/I Shall Wear Midnight (285)/cover.jpg,2021-06-21T19:41:22-04:00,AZW3,azw3,,,eng,The Tome,2010-09-02T00:00:00-04:00,RHCB Digital,,FALSE,Discworld,38,686223,,I Shall Wear Midnight,I Shall Wear Midnight,285,e9b72015-f2a0-493a-ba48-e3664d0904ea
"Pratchett, Terry",Terry Pratchett,"SUMMARY: Football has come to the ancient city of Ankh-Morpork. And now the wizards of Unseen University must win a football match, without using magic, so they're in the mood for trying everything else. The prospect of the Big Match draws in a street urchin with a wonderful talent for kicking a tin can, a maker of jolly good pies, a dim but beautiful young woman, who might just turn out to be the greatest fashion model there has ever been, and the mysterious Mr Nutt (and no one knows anything much about Mr Nutt, not even Mr Nutt, which worries him, too). As the match approaches, four lives are entangled and changed for ever. Because the thing about football u the important thing about football - is that it is not just about football. Here we go! Here we go! Here we go!",~./Dropbox/The Tome/Terry Pratchett/Unseen Academicals (286)/cover.jpg,2021-06-21T19:41:22-04:00,AZW3,azw3,9.78055E+12,isbn:9780552153379,eng,The Tome,2010-10-15T00:00:00-04:00,Transworld,4,FALSE,Discworld,37,645062,"Humorous, Fantasy, Fiction, General",Unseen Academicals,Unseen Academicals,286,93947f57-e17b-41aa-a1c7-a135873fd847
"Pratchett, Terry",Terry Pratchett,,~./Dropbox/The Tome/Terry Pratchett/Making Money (287)/cover.jpg,2021-06-21T19:41:22-04:00,AZW3,azw3,,,eng,The Tome,2007-09-18T00:00:00-04:00,HarperCollins e-books,,FALSE,Discworld,36,716091,,Making Money,Making Money,287,e1d6bc5e-e023-4ff2-bddb-ee6133557f09
"Pratchett, Terry",Terry Pratchett,"SUMMARY:  
Tiffany Aching is a trainee witch -- now working for the seriously scary Miss Treason. But when Tiffany witnesses the Dark Dance -- the crossover from summer to winter -- she does what no one has ever done before and leaps into the dance. Into the oldest story there ever is. And draws the attention of the wintersmith himself. As Tiffany-shaped snowflakes hammer down on the land, can Tiffany deal with the consequences of her actions? Even with the help of Granny Weatherwax and the Nac Mac Feegle -- the fightin', thievin' pictsies who are prepared to lay down their lives for their ""big wee hag."" Wintersmith is the third title in an exuberant series crackling with energy and humour. It follows The Wee Free Men. ""From the Hardcover edition.""
",~./Dropbox/The Tome/Terry Pratchett/Wintersmith (288)/cover.jpg,2021-06-21T19:41:22-04:00,AZW3,azw3,9.78055E+12,isbn:9780552562898,eng,The Tome,2010-09-15T00:00:00-04:00,Transworld Publishers Limited,4,FALSE,Discworld,35,501129,"Action & Adventure - General, Action & Adventure, Juvenile Fiction, Science Fiction; Fantasy; Magic, Fantasy & Magic, General, Fantasy, YA), Fantasy & magical realism (Children's, Children's Fiction, Children's Books - Young Adult Fiction",Wintersmith,Wintersmith,288,fc88f4ca-968b-4522-9729-39ad729163c1
"Pratchett, Terry",Terry Pratchett,,~./Dropbox/The Tome/Terry Pratchett/Thud (289)/cover.jpg,2021-06-21T19:41:22-04:00,AZW3,azw3,,,eng,The Tome,2005-09-13T00:00:00-04:00,HarperCollins e-books,,FALSE,Discworld,34,597818,,Thud,Thud,289,73e8539f-4200-4623-aa67-68daad031fda
"Pratchett, Terry",Terry Pratchett,"SUMMARY: Suddenly, condemned arch-swindler Moist von Lipwig found himself with a noose around his neck and dropping through a trapdoor into ... a government job? By all rights, Moist should be meeting his maker rather than being offered a position as Postmaster by Lord Vetinari, supreme ruler of Ankh-Morpork. Getting the moribund Postal Service up and running again, however, may prove an impossible task, what with literally mountains of decades-old undelivered mail clogging every nook and cranny of the broken-down post office. Worse still, Moist could swear the mail is talking to him. Worst of all, it means taking on the gargantuan, greedy Grand Trunk clacks communication monopoly and its bloodthirsty piratical headman. But if the bold and undoable are what's called for, Moist's the man for the job -- to move the mail, continue breathing, get the girl, and specially deliver that invaluable commodity that every being, human or otherwise, requires: hope.",~./Dropbox/The Tome/Terry Pratchett/Going Postal (290)/cover.jpg,2021-06-21T19:41:22-04:00,AZW3,azw3,9.78006E+12,isbn:9780060502935,eng,The Tome,2005-02-13T21:00:00-05:00,HarperTorch,,FALSE,Discworld,33,632565,Fantasy:Humour,Going Postal,Going Postal,290,85821d88-9eb5-4655-9e3c-64493daf766b
"Pratchett, Terry",Terry Pratchett,"EDITORIAL REVIEW:
**The Heroine:** Tiffany Aching, incipient witch and cheese maker extraordinaire. Once saved world from Queen of the Elves. Is about to discover that battling evil monarchs is child's play compared to mortal combat with a Hiver (see below). At eleven years old, is boldest heroine ever to have confronted the Forces of Darkness while armed with a frying pan. 
**The Threat: **A Hiver, insidious disembodied presence drawn to powerful magic. highly dangerous, frequently lethal. Cannot be stopped with iron or fire. Its target: Tiffany Aching (see above).
**The Nac Mac Feegle:** A.k.a. the Wee Free Men. Height: six inches. Color: blue. Famed for drinking, stealing, and fighting. Will attack anything larger than themselves. Members include: Rob Anybody, Daft Wullie, and Awfully Wee Billy Bigchin. Allies to Tiffany Aching (see above). 
**The Book:** Hilarious, breathtaking, spine-tingling sequel to the acclaimed *Wee Free Men.*
**The Author:** Terry Pratchett, celebrated creator of the internationally best-selling Discworld series. Carnegie Medalist and writer extraordinaire.
",~./Dropbox/The Tome/Terry Pratchett/A Hat Full Of Sky (291)/cover.jpg,2021-06-21T19:41:22-04:00,AZW3,azw3,9.78006E+12,isbn:9780060586607,eng,The Tome,2004-05-13T00:00:00-04:00,HarperCollins,4,FALSE,Discworld,32,457563,"Action & Adventure - General, Ages 9-12 Fiction, Magic, Science Fiction; Fantasy; Magic, Action & Adventure, Monsters, Children: Young Adult (Gr. 7-9), Juvenile Fiction, Fairies, Children's Books, Fantasy & Magic, General, Fantasy, Witches, Girls & Women, Fiction, Science Fiction; Fantasy; & Magic, Fantasy fiction; English",A Hat Full Of Sky,"Hat Full Of Sky, A",291,cc6efa56-3c50-4ff0-ae34-ff27de82fe09
"Pratchett, Terry",Terry Pratchett,,~./Dropbox/The Tome/Terry Pratchett/Monstrous Regiment (292)/cover.jpg,2021-06-21T19:41:22-04:00,AZW3,azw3,,,eng,The Tome,2007-11-13T00:00:00-05:00,HarperCollins e-books,,FALSE,Discworld,31,601845,,Monstrous Regiment,Monstrous Regiment,292,a8c17bba-a7f3-438e-961b-c7626f47b1cc
"Pratchett, Terry",Terry Pratchett,"EDITORIAL REVIEW: This morning, Commander Vimes of the City Watch had it all. He was a Duke. He was rich.He was respected. He had a silver cigar case. He was about to become a father. This morning he thought longingly about the good old days. Tonight, he's in them. Flung back in time by a mysterious accident, Sam Vimes has to start all over again. He must get a new name and a job, and there's only one job he's good at: cop in the Watch. He must track down a brutal murderer. He must find his younger self and teach him everything he knows. He must whip the cowardly, despised Night Watch into a crack fighting force -- fast. Because Sam Vimes knows what's going to happen. He *remembers* it. He was there. It's part of history. And you can't change history . . . But Sam is going to. He has no choice. Otherwise, a bloody revolution will start, and good men will die. Sam saw their names on old headstones just this morning -- but tonight they're young men who think they have a future. And rather than let them die, Sam will do anything -- turn traitor, burn buildings, take over a revolt, anything -- to snatch them from the jaws of history. He will do it even if victory will mean giving up the only future he knows. For if he succeeds, he's got no wife, no child, no riches, no fame -- all that will simply vanish. But if he doesn't try, he wouldn't be Sam Vimes. And so the battle is on. He knows how it's going to end; after all, he was there. His name is on one of those headstones. But that's just a minor detail . . .",~./Dropbox/The Tome/Terry Pratchett/Night Watch (293)/cover.jpg,2021-06-21T19:41:22-04:00,AZW3,azw3,9.78144E+12,isbn:9781435274785,eng,The Tome,2008-09-14T10:00:00-04:00,HarperCollins,,FALSE,Discworld,29,565579,Fantasy:Humour,Night Watch,Night Watch,293,3f04352f-ef06-4e42-82a7-9ba20e4250b2
"Pratchett, Terry",Terry Pratchett,"SUMMARY:  
A young witch-to-be named Tiffany teams up with the Wee Free Men, a clan of six-inch-high blue men, to rescue her baby brother and ward off a sinister invasion from Fairyland. Armed only with a frying pan and her common sense, Tiffany Aching, a young witch-to-be, is all that stands between the monsters of Fairyland and the warm, green Chalk country that is her home. Forced into Fairyland to seek her kidnaped brother, Tiffany allies herself with the Chalk's local Nac Mac Feegle -- aka the Wee Free Men -- a clan of sheep-stealing, sword-wielding, six-inch-high blue men who are as fierce as they are funny. Together they battle through an eerie and ever-shifting landscape, fighting brutal flying fairies, dream-spinning dromes, and grimhounds -- black dogs with eyes of fire and teeth of razors -- before ultimately confronting the Queen of the Elves, absolute ruler of a world in which reality intertwines with nightmare. And in the final showdown, Tiffany must face her cruel power alone....
",~./Dropbox/The Tome/Terry Pratchett/The Wee Free Men (294)/cover.jpg,2021-06-21T19:41:22-04:00,AZW3,azw3,9.78006E+12,isbn:9780060012380,eng,The Tome,2004-05-12T00:00:00-04:00,HarperCollins,4,FALSE,Discworld,30,426391,"Action & Adventure - General, Humorous stories, Science Fiction; Fantasy; & Magic, Discworld (Imaginary place), Action & Adventure, Science Fiction; Fantasy; Magic, Children: Young Adult (Gr. 7-9), Juvenile Fiction, Fairies, Children: Grades 4-6, General, Fiction, Fantasy, Fantasy & Magic, Witches, Aching; Tiffany (Fictitious character), Girls & Women, Epic, Children's 12-Up - Fiction - Fantasy, Discworld (Fictitious place)",The Wee Free Men,"Wee Free Men, The",294,491db97b-e64d-4adc-ae41-4b8d92b184ba
